movement_month,reference,description,color_normalized,product_key,opening_balance,opening_stock_qty,imports_qty,sales_qty,returns_adjustments_qty,other_qty_in,other_qty_out,net_change,closing_balance,calculated_closing_balance,has_negative_closing_balance,has_month_movement,movement_rows,first_movement_month,last_movement_month
2026-03,020101,LICRA FRIA 200 GR,INDIGO,020101|INDIGO,363.3,0.0,450.8,0.0,0.0,0.0,0.0,450.8,814.1,814.1,False,True,22.0,2025-12,2026-05
2026-04,020101,LICRA FRIA 200 GR,INDIGO,020101|INDIGO,814.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.1,814.1,False,False,0.0,2025-12,2026-05
2026-05,020101,LICRA FRIA 200 GR,INDIGO,020101|INDIGO,814.1,0.0,0.0,308.2,0.0,0.0,0.0,-308.2,505.90000000000003,505.90000000000003,False,True,1.0,2025-12,2026-05
2026-06,020101,LICRA FRIA 200 GR,INDIGO,020101|INDIGO,505.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.90000000000003,505.90000000000003,False,False,0.0,2025-12,2026-05
2025-12,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2026-03,2026-06
2026-01,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2026-03,2026-06
2026-02,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2026-03,2026-06
2026-03,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,0.0,0.0,2783.8,100.0,0.0,0.0,0.0,2683.8,2683.8,2683.8,False,True,136.0,2026-03,2026-06
2026-04,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,2683.8,0.0,0.0,173.9,0.0,0.0,0.0,-173.9,2509.9,2509.9,False,True,1.0,2026-03,2026-06
2026-05,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,2509.9,0.0,0.0,798.9,0.0,0.0,0.0,-798.9,1711.0000000000002,1711.0,False,True,1.0,2026-03,2026-06
2026-06,020101,LICRA FRIA 200 GR,IVORY,020101|IVORY,1711.0000000000002,0.0,0.0,1449.4,0.0,0.0,0.0,-1449.4,261.60000000000014,261.60000000000014,False,True,1.0,2026-03,2026-06
2025-12,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,0.0,229.1,0.0,0.0,0.0,0.0,0.0,229.1,229.1,229.1,False,True,10.0,2025-12,2026-05
2026-01,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,229.1,0.0,0.0,47.3,0.0,0.0,0.0,-47.3,181.8,181.8,False,True,1.0,2025-12,2026-05
2026-02,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.8,181.8,False,False,0.0,2025-12,2026-05
2026-03,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.8,181.8,False,False,0.0,2025-12,2026-05
2026-04,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.8,181.8,False,False,0.0,2025-12,2026-05
2026-05,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,181.8,0.0,0.0,46.9,0.0,0.0,0.0,-46.9,134.9,134.9,False,True,1.0,2025-12,2026-05
2026-06,020101,LICRA FRIA 200 GR,JASPE MEDIO,020101|JASPE MEDIO,134.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.9,134.9,False,False,0.0,2025-12,2026-05
2025-12,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,0.0,183.2,0.0,0.0,0.0,0.0,0.0,183.2,183.2,183.2,False,True,9.0,2025-12,2026-06
2026-01,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,183.2,0.0,0.0,183.2,0.0,0.0,0.0,-183.2,0.0,0.0,False,True,1.0,2025-12,2026-06
2026-02,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,0.0,0.0,0.0,0.0,173.1,0.0,0.0,173.1,173.1,173.1,False,True,1.0,2025-12,2026-06
2026-03,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,173.1,0.0,1851.6,85.9,0.0,0.0,0.0,1765.6999999999998,1938.7999999999997,1938.7999999999997,False,True,90.0,2025-12,2026-06
2026-04,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,1938.7999999999997,0.0,0.0,240.7,0.0,0.0,0.0,-240.7,1698.0999999999997,1698.0999999999997,False,True,1.0,2025-12,2026-06
2026-05,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,1698.0999999999997,0.0,0.0,411.4,0.0,0.0,0.0,-411.4,1286.6999999999998,1286.6999999999998,False,True,1.0,2025-12,2026-06
2026-06,020101,LICRA FRIA 200 GR,KAKY,020101|KAKY,1286.6999999999998,0.0,0.0,191.2,0.0,0.0,0.0,-191.2,1095.4999999999998,1095.4999999999998,False,True,1.0,2025-12,2026-06
2025-12,020101,LICRA FRIA 200 GR,LILA,020101|LILA,0.0,179.3,0.0,0.0,0.0,0.0,0.0,179.3,179.3,179.3,False,True,8.0,2025-12,2026-03
2026-01,020101,LICRA FRIA 200 GR,LILA,020101|LILA,179.3,0.0,0.0,41.3,0.0,0.0,0.0,-41.3,138.0,138.0,False,True,1.0,2025-12,2026-03
2026-02,020101,LICRA FRIA 200 GR,LILA,020101|LILA,138.0,0.0,0.0,94.1,0.0,0.0,0.0,-94.1,43.90000000000002,43.900000000000006,False,True,1.0,2025-12,2026-03
2026-03,020101,LICRA FRIA 200 GR,LILA,020101|LILA,43.90000000000002,0.0,0.0,43.9,0.0,0.0,0.0,-43.9,2.1316282072803006e-14,2.1316282072803006e-14,False,True,1.0,2025-12,2026-03
2026-04,020101,LICRA FRIA 200 GR,LILA,020101|LILA,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,False,False,0.0,2025-12,2026-03
2026-05,020101,LICRA FRIA 200 GR,LILA,020101|LILA,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,False,False,0.0,2025-12,2026-03
2026-06,020101,LICRA FRIA 200 GR,LILA,020101|LILA,2.1316282072803006e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,False,False,0.0,2025-12,2026-03
2025-12,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,0.0,65.2,0.0,0.0,0.0,0.0,0.0,65.2,65.2,65.2,False,True,3.0,2025-12,2026-02
2026-01,020101,LICRA FRIA 200 GR,MENTA BEBE,020101|MENTA BEBE,65.2,0.0,0.0,19.7,0.0,0.0,0.0,-19.7,45.5,45.5,False,True,1.0,2025-12,2026-02
