reference,color_normalized,product_key,descriptions,first_movement_date,last_movement_date,total_qty_in,total_qty_out,current_net_qty,movement_rows,sources
010301,IVORY,010301|IVORY,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-05-31,1558.0,250.0,1308.0,4,opening | sales
010301,KAKY,010301|KAKY,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-05-31,1501.0,280.0,1221.0,3,opening | sales
010301,LILA,010301|LILA,CUELLO S-M + PUNO,2025-12-31,2025-12-31,360.0,0.0,360.0,1,opening
010301,MENTA BEBE,010301|MENTA BEBE,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-02-28,92.0,0.0,92.0,2,opening | sales
010301,NEGRO,010301|NEGRO,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-05-31,7226.0,1296.0,5930.0,6,opening | sales
010301,PAPRIKA,010301|PAPRIKA,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-02-28,275.0,0.0,275.0,2,opening | sales
010301,PISTACHO,010301|PISTACHO,CUELLO S-M + PUNO,2025-12-31,2025-12-31,154.0,0.0,154.0,1,opening
010301,RATA,010301|RATA,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-05-31,359.0,280.0,79.0,2,opening | sales
010301,ROJO,010301|ROJO,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-05-31,789.0,216.0,573.0,3,opening | sales
010301,ROSADO,010301|ROSADO,CUELLO S-M + PUNO,2025-12-31,2025-12-31,354.0,0.0,354.0,1,opening
010301,TURQUI,010301|TURQUI,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-06-30,1634.0,314.0,1320.0,5,opening | receipts | sales
010301,VERDE BOTELLA,010301|VERDE BOTELLA,"CUELLO S-M + PUNO | CUELLO S-M 40X8,5 + J PUNO 37,5X3,5",2025-12-31,2026-02-28,1220.0,0.0,1220.0,2,opening | sales
010301,VERDE MILITAR,010301|VERDE MILITAR,CUELLO S-M + PUNO,2025-12-31,2025-12-31,181.0,0.0,181.0,1,opening
010302,AMARILLO MEDIO,010302|AMARILLO MEDIO,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,256.0,256.0,0.0,2,opening | sales
010302,ARENA,010302|ARENA,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,2181.0,0.0,2181.0,1,opening
010302,AZUL M,010302|AZUL M,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,1028.0,280.0,748.0,2,opening | sales
010302,BLANCO,010302|BLANCO,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,7138.0,1272.0,5866.0,6,opening | sales
010302,CEMENTO,010302|CEMENTO,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,1091.0,280.0,811.0,2,opening | sales
010302,CIELO,010302|CIELO,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,278.0,0.0,278.0,1,opening
010302,IVORY,010302|IVORY,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,1374.0,270.0,1104.0,4,opening | sales
010302,KAKY,010302|KAKY,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,1181.0,280.0,901.0,2,opening | sales
010302,LILA,010302|LILA,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,376.0,0.0,376.0,1,opening
010302,MENTA BEBE,010302|MENTA BEBE,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,225.0,0.0,225.0,1,opening
010302,NEGRO,010302|NEGRO,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,6966.0,1311.0,5655.0,6,opening | sales
010302,PAPRIKA,010302|PAPRIKA,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,248.0,0.0,248.0,1,opening
010302,PISTACHO,010302|PISTACHO,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,192.0,0.0,192.0,1,opening
010302,RATA,010302|RATA,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,358.0,280.0,78.0,2,opening | sales
010302,ROJO,010302|ROJO,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-05-31,736.0,216.0,520.0,3,opening | sales
010302,ROSADO,010302|ROSADO,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,160.0,0.0,160.0,1,opening
010302,TURQUI,010302|TURQUI,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-06-30,1580.0,238.0,1342.0,5,opening | receipts | sales
010302,VERDE BOTELLA,010302|VERDE BOTELLA,"CUELLO L-XL + PUNO | CUELLO L-XL 42X8,5 + PUNO 37,5X3,5 +",2025-12-31,2026-02-28,1127.0,6.0,1121.0,2,opening | sales
010302,VERDE MILITAR,010302|VERDE MILITAR,CUELLO L-XL + PUNO,2025-12-31,2025-12-31,168.0,0.0,168.0,1,opening
020101,ARENA,020101|ARENA,LICRA FRIA 200 GR,2025-12-31,2026-06-30,3026.5,1300.3,1726.1999999999998,147,opening | receipts | sales
020101,AZUL M,020101|AZUL M,LICRA FRIA 200 GR,2025-12-31,2026-05-31,478.7,456.2,22.5,26,opening | sales
020101,BLANCO,020101|BLANCO,LICRA FRIA 200 GR,2025-12-31,2026-06-30,5971.2,2569.4,3401.7999999999997,279,opening | receipts | sales
020101,CEMENTO,020101|CEMENTO,LICRA FRIA 200 GR,2025-12-31,2026-05-31,2534.5,836.6,1697.9,124,opening | receipts | sales
020101,CHOCOLATE,020101|CHOCOLATE,LICRA FRIA 200 GR,2026-03-26,2026-05-31,1403.5,386.8,1016.7,69,receipts | sales
020101,CRUDO,020101|CRUDO,LICRA FRIA 200 GR,2025-12-31,2026-02-28,90.8,0.0,90.8,5,opening | sales
020101,INDIGO,020101|INDIGO,LICRA FRIA 200 GR,2025-12-31,2026-05-31,953.9,448.0,505.9,47,opening | receipts | sales
020101,IVORY,020101|IVORY,LICRA FRIA 200 GR,2026-03-26,2026-06-30,2783.8,2522.2,261.5999999999999,139,receipts | sales
020101,JASPE MEDIO,020101|JASPE MEDIO,LICRA FRIA 200 GR,2025-12-31,2026-05-31,229.1,94.19999999999999,134.9,12,opening | sales
020101,KAKY,020101|KAKY,LICRA FRIA 200 GR,2025-12-31,2026-06-30,2207.9,1112.3999999999999,1095.5,104,opening | receipts | sales
020101,LILA,020101|LILA,LICRA FRIA 200 GR,2025-12-31,2026-03-31,179.3,179.29999999999998,7.105427357601002e-15,11,opening | sales
020101,MENTA BEBE,020101|MENTA BEBE,LICRA FRIA 200 GR,2025-12-31,2026-02-28,65.2,65.2,0.0,5,opening | sales
020101,NEGRO,020101|NEGRO,LICRA FRIA 200 GR,2025-12-31,2026-06-30,11623.1,4839.6,6783.5,519,opening | receipts | sales
020101,PALO DE ROSA,020101|PALO DE ROSA,LICRA FRIA 200 GR,2025-12-31,2026-05-31,941.5,657.6,283.9,49,opening | receipts | sales
020101,RATA,020101|RATA,LICRA FRIA 200 GR,2025-12-31,2026-06-30,971.0,700.8,270.20000000000005,50,opening | receipts | sales
020101,ROJO,020101|ROJO,LICRA FRIA 200 GR,2025-12-31,2026-06-30,1514.6,1493.6,21.0,75,opening | receipts | sales
020101,TURQUI,020101|TURQUI,LICRA FRIA 200 GR,2025-12-31,2026-06-30,1063.7,463.7,600.0,53,opening | receipts | sales
020101,VERDE BOTELLA,020101|VERDE BOTELLA,LICRA FRIA 200 GR,2025-12-31,2026-06-30,778.1,697.2,80.9,42,opening | receipts | sales
020102,ARENA,020102|ARENA,LICRA FRIA 240 GR,2026-02-20,2026-06-30,2840.2,2167.6,672.5999999999999,129,receipts | sales
020102,AZUL M,020102|AZUL M,LICRA FRIA 240 GR,2025-12-31,2026-06-30,1970.2,1944.0,26.199999999999932,93,opening | receipts | sales
020102,BLANCO,020102|BLANCO,LICRA FRIA 240 GR,2025-12-31,2026-06-30,6755.1,5873.7,881.3999999999999,296,opening | receipts | sales
020102,CEMENTO,020102|CEMENTO,LICRA FRIA 240 GR,2025-12-31,2026-06-30,2909.7,2171.4,738.3,133,opening | receipts | sales
020102,CHOCOLATE,020102|CHOCOLATE,LICRA FRIA 240 GR,2025-12-31,2026-06-30,2486.0,1391.4,1094.6000000000001,112,opening | receipts | sales
020102,CRUDO,020102|CRUDO,LICRA FRIA 240 GR,2025-12-31,2026-03-31,1161.3,1127.3,33.99999999999991,53,opening | sales
020102,INDIGO,020102|INDIGO,LICRA FRIA 240 GR,2025-12-31,2026-04-30,709.8,709.8000000000001,-2.842170943040401e-14,35,opening | receipts | sales
020102,IVORY,020102|IVORY,LICRA FRIA 240 GR,2026-02-20,2026-06-30,6717.1,4600.6,2116.5,297,receipts | sales
020102,KAKY,020102|KAKY,LICRA FRIA 240 GR,2026-02-20,2026-06-30,4390.5,3022.7000000000003,1367.7999999999997,195,receipts | sales
020102,LILA,020102|LILA,LICRA FRIA 240 GR,2025-12-31,2026-05-31,305.3,171.1,134.2,18,opening | sales
020102,MENTA BEBE,020102|MENTA BEBE,LICRA FRIA 240 GR,2025-12-31,2026-03-31,21.5,21.5,0.0,2,opening | sales
020102,NAVY,020102|NAVY,LICRA FRIA 240 GR,2025-12-31,2025-12-31,14.3,0.0,14.3,1,opening
020102,NEGRO,020102|NEGRO,LICRA FRIA 240 GR,2025-12-31,2026-06-30,20146.3,17207.7,2938.6000000000004,865,opening | receipts | sales
020102,PALO DE ROSA,020102|PALO DE ROSA,LICRA FRIA 240 GR,2026-02-20,2026-05-31,477.9,477.9,1.4210854715202004e-14,25,receipts | sales
020102,RATA,020102|RATA,LICRA FRIA 240 GR,2026-02-20,2026-05-31,1474.8,1474.8,0.0,68,receipts | sales
020102,ROJO,020102|ROJO,LICRA FRIA 240 GR,2025-12-31,2026-06-30,2694.3,2694.3,0.0,121,opening | receipts | sales
020102,TURQUI,020102|TURQUI,LICRA FRIA 240 GR,2025-12-31,2026-05-31,1926.3,1926.3,0.0,90,opening | sales
020102,VERDE BOTELLA,020102|VERDE BOTELLA,LICRA FRIA 240 GR,2025-12-31,2026-06-30,1629.4,1519.8,109.6,77,opening | sales
020104,NARANJA,020104|NARANJA,TELA FRIA 170 GR,2025-12-31,2025-12-31,113.9,0.0,113.9,5,opening
020201,ARENA,020201|ARENA,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,205.1,126.6,78.5,8,opening | receipts | sales
020201,AZUL M,020201|AZUL M,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,38.5,16.5,22.0,6,opening | sales
020201,BLANCO,020201|BLANCO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,591.8000000000001,183.1,408.70000000000005,8,opening | receipts | sales
020201,CEMENTO,020201|CEMENTO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,195.2,57.5,137.7,7,opening | receipts | sales
020201,CHOCOLATE,020201|CHOCOLATE,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,102.6,16.599999999999998,86.0,5,opening | receipts | sales
020201,INDIGO,020201|INDIGO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,92.79999999999998,45.9,46.89999999999999,5,opening | receipts | sales
020201,IVORY,020201|IVORY,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,260.5,116.5,144.0,6,opening | receipts | sales
020201,JASPE MEDIO,020201|JASPE MEDIO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,28.0,4.1,23.9,3,opening | sales
020201,KAKY,020201|KAKY,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,320.1,69.9,250.2,7,opening | receipts | sales
020201,LILA,020201|LILA,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,42.0,37.2,4.800000000000001,6,opening | sales
020201,MENTA BEBE,020201|MENTA BEBE,RIB F200,2025-12-31,2025-12-31,5.8,0.0,5.8,1,opening
020201,NEGRO,020201|NEGRO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,1657.6,346.9,1310.6999999999998,8,opening | receipts | sales
020201,PALO DE ROSA,020201|PALO DE ROSA,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,56.10000000000001,54.3,1.8000000000000043,7,opening | receipts | sales
020201,PAPRIKA,020201|PAPRIKA,RIB F200,2025-12-31,2025-12-31,14.3,0.0,14.3,1,opening
020201,RATA,020201|RATA,REEB LICRA FRIA 200 GR,2026-03-26,2026-06-30,52.8,29.8,23.0,4,receipts | sales
020201,ROJO,020201|ROJO,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,244.4,89.3,155.10000000000002,7,opening | receipts | sales
020201,TOFFE,020201|TOFFE,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,36.9,15.0,21.9,2,opening | sales
020201,TURQUI,020201|TURQUI,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-05-31,76.2,14.7,61.5,5,opening | receipts | sales
020201,VERDE BOTELLA,020201|VERDE BOTELLA,REEB LICRA FRIA 200 GR | RIB F200,2025-12-31,2026-06-30,120.89999999999999,54.400000000000006,66.5,8,opening | receipts | sales
020201,VERDE MILITAR,020201|VERDE MILITAR,RIB F200,2025-12-31,2025-12-31,10.6,0.0,10.6,1,opening
020202,ARENA,020202|ARENA,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,260.3,113.4,146.9,8,opening | receipts | sales
020202,AZUL M,020202|AZUL M,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,107.20000000000002,87.19999999999999,20.000000000000014,8,opening | receipts | sales
020202,BLANCO,020202|BLANCO,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,450.7,289.5,161.2,8,opening | receipts | sales
020202,CEMENTO,020202|CEMENTO,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,161.4,87.9,73.5,9,opening | receipts | sales
020202,CHOCOLATE,020202|CHOCOLATE,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,135.5,59.0,76.5,9,opening | receipts | sales
020202,INDIGO,020202|INDIGO,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-05-31,111.1,40.8,70.3,7,opening | receipts | sales
020202,IVORY,020202|IVORY,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,585.1,321.78,263.32000000000005,9,opening | receipts | sales
020202,KAKY,020202|KAKY,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,320.3,150.0,170.3,9,opening | receipts | sales
020202,LILA,020202|LILA,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-03-31,2.6,2.0,0.6000000000000001,3,opening | sales
020202,MENTA BEBE,020202|MENTA BEBE,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-03-31,2.9,1.2,1.7,2,opening | sales
020202,NEGRO,020202|NEGRO,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,1274.1,885.5,388.6,9,opening | receipts | sales
020202,PALO DE ROSA,020202|PALO DE ROSA,REEB LICRA FRIA 240 GR,2026-02-20,2026-05-31,24.7,23.8,0.8999999999999997,5,receipts | sales
020202,PAPRIKA,020202|PAPRIKA,RIB F240,2025-12-31,2025-12-31,6.4,0.0,6.4,1,opening
020202,RATA,020202|RATA,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-05-31,96.10000000000001,55.2,40.900000000000006,8,opening | receipts | sales
020202,ROJO,020202|ROJO,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,184.6,115.5,69.1,9,opening | receipts | sales
020202,ROSADO VIVO,020202|ROSADO VIVO,RIB F240,2025-12-31,2025-12-31,6.1,0.0,6.1,1,opening
020202,TOFFE,020202|TOFFE,RIB F240,2025-12-31,2025-12-31,40.2,0.0,40.2,1,opening
020202,TURQUI,020202|TURQUI,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-05-31,81.8,71.3,10.499999999999996,6,opening | sales
020202,VERDE BOTELLA,020202|VERDE BOTELLA,REEB LICRA FRIA 240 GR | RIB F240,2025-12-31,2026-06-30,68.4,66.2,2.2000000000000046,7,opening | sales
020202,VERDE MILITAR,020202|VERDE MILITAR,RIB F240,2025-12-31,2025-12-31,7.0,0.0,7.0,1,opening
030101,CRUDO,030101|CRUDO,PIEL DE DURAZNO COLOR,2025-12-31,2025-12-31,18.4,0.0,18.4,1,opening
040101,AMARILLO PASTEL,040101|AMARILLO PASTEL,PIMA PLUS,2025-12-31,2026-06-30,516.2,208.5,307.7,22,opening | sales
040101,AZUL TURQUEZA,040101|AZUL TURQUEZA,PIMA PLUS,2025-12-31,2026-05-31,182.5,22.0,160.5,9,opening | sales
040101,CURUBA,040101|CURUBA,PIMA PLUS,2025-12-31,2026-05-31,191.8,46.9,144.9,9,opening | sales
040101,LILA,040101|LILA,PIMA PLUS,2025-12-31,2026-05-31,545.3,78.3,467.0,22,opening | sales
040101,MOSTAZA,040101|MOSTAZA,PIMA PLUS,2025-12-31,2026-05-31,448.2,79.8,368.4,19,opening | sales
040101,NEGRO,040101|NEGRO,PIMA PLUS,2025-12-31,2025-12-31,5.3,0.0,5.3,1,opening
040101,RATA,040101|RATA,PIMA PLUS,2025-12-31,2025-12-31,24.799999999999997,0.0,24.799999999999997,2,opening
040101,VERDE LIMON,040101|VERDE LIMON,PIMA PLUS,2025-12-31,2026-05-31,302.1,54.7,247.39999999999998,13,opening | sales
050101,ARENA,050101|ARENA,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,605.4,605.4,2.842170943040401e-14,38,opening | receipts | sales
050101,AZUL M,050101|AZUL M,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,947.1999999999999,159.8,787.4,55,opening | sales
050101,BLANCO,050101|BLANCO,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,633.4,218.0,415.4,38,opening | receipts | sales
050101,CAMEL,050101|CAMEL,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,586.4,409.0,177.39999999999998,35,opening | sales
050101,CEMENTO,050101|CEMENTO,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,479.8,379.79999999999995,100.0,29,opening | receipts | sales
050101,CHOCOLATE,050101|CHOCOLATE,BURDA HEAVY 405 GRMS,2025-12-31,2026-05-31,215.4,215.4,0.0,13,opening | sales
050101,IVORY,050101|IVORY,BURDA HEAVY 405 GRMS,2025-12-31,2026-06-30,1623.0,1480.6,142.39999999999986,89,opening | receipts | sales
050101,NEGRO,050101|NEGRO,BURDA HEAVY 405 GRMS,2025-12-31,2026-06-30,3522.7,3100.92,421.78,195,opening | receipts | sales
050101,RATA,050101|RATA,BURDA HEAVY 405 GRMS,2025-12-31,2026-06-30,611.6,397.6,214.0,37,opening | sales
050101,ROJO,050101|ROJO,BURDA HEAVY 405 GRMS,2025-12-31,2026-04-30,370.8,74.64,296.16,23,opening | sales
050201,ARENA,050201|ARENA,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-05-31,92.1,91.3,0.8000000000000043,7,opening | receipts | sales
050201,AZUL M,050201|AZUL M,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-05-31,125.0,20.3,104.7,3,opening | sales
050201,BLANCO,050201|BLANCO,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-05-31,99.5,27.0,72.5,4,opening | receipts | sales
050201,CAMEL,050201|CAMEL,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-01-31,43.4,43.4,0.0,2,opening | sales
050201,CEMENTO,050201|CEMENTO,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-05-31,81.5,62.400000000000006,19.100000000000005,4,opening | receipts | sales
050201,IVORY,050201|IVORY,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-06-30,248.6,227.8,20.799999999999997,8,opening | receipts | sales
050201,NEGRO,050201|NEGRO,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-06-30,462.87,395.7,67.17000000000002,8,opening | receipts | sales
050201,RATA,050201|RATA,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-05-31,51.60000000000001,29.0,22.60000000000001,3,opening | sales
050201,ROJO,050201|ROJO,REEB BURDA HEAVY 406 GRMS | RIB BURDA,2025-12-31,2026-02-28,44.96,4.6,40.36,2,opening | sales
060101,ARENA,060101|ARENA,REEB PESADO,2025-12-31,2026-06-30,442.2,442.2,0.0,21,opening | sales
060101,AZUL M,060101|AZUL M,REEB PESADO,2025-12-31,2026-06-30,446.2,446.2,2.842170943040401e-14,21,opening | sales
060101,BLANCO,060101|BLANCO,REEB PESADO,2025-12-31,2026-06-30,1599.4,690.1,909.3,70,opening | sales
060101,IVORY,060101|IVORY,REEB PESADO,2025-12-31,2026-06-30,2342.5,568.8,1773.7,99,opening | sales
060101,KAKY,060101|KAKY,REEB PESADO,2025-12-31,2026-06-30,1344.9,467.1,877.8,58,opening | sales
060101,NEGRO,060101|NEGRO,REEB PESADO,2025-12-31,2026-06-30,5478.0,870.9,4607.1,224,opening | sales
060101,PISTACHO,060101|PISTACHO,REEB PESADO,2025-12-31,2026-06-30,270.5,270.5,0.0,14,opening | sales
060101,ROJO,060101|ROJO,REEB PESADO,2025-12-31,2026-01-31,23.3,23.3,0.0,2,opening | sales
060101,ROSE,060101|ROSE,REEB PESADO,2025-12-31,2026-02-28,175.8,175.79999999999998,0.0,9,opening | sales
070101,ARENA,070101|ARENA,TELA QATAR PREMIUM,2026-01-27,2026-06-30,2103.1,1463.8,639.3,92,receipts | sales
070101,AZUL M,070101|AZUL M,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1316.8,920.4,396.40000000000003,59,receipts | sales
070101,BLANCO,070101|BLANCO,TELA QATAR PREMIUM,2026-01-27,2026-06-30,6149.9,4231.5,1918.4,253,receipts | sales
070101,CAMEL,070101|CAMEL,TELA QATAR PREMIUM,2026-01-27,2026-06-30,2580.5,1555.6999999999998,1024.8,108,receipts | sales
070101,CEMENTO,070101|CEMENTO,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1323.8,1064.9,258.9000000000001,61,receipts | sales
070101,CHOCOLATE,070101|CHOCOLATE,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1325.0,1204.0,121.0,61,receipts | sales
070101,IVORY,070101|IVORY,TELA QATAR PREMIUM,2026-01-27,2026-06-30,6567.6,3749.4,2818.2,271,receipts | sales
070101,KAKY,070101|KAKY,TELA QATAR PREMIUM,2026-01-27,2026-06-30,2782.4,1551.0,1231.4,118,receipts | sales
070101,NEGRO,070101|NEGRO,TELA QATAR PREMIUM,2026-01-27,2026-06-30,12943.1,8658.1,4285.0,511,receipts | sales
070101,PALO DE ROSA,070101|PALO DE ROSA,TELA QATAR PREMIUM,2026-01-27,2026-06-30,831.3,167.5,663.8000000000001,37,receipts | sales
070101,RATA,070101|RATA,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1578.1,923.9,654.2,74,receipts | sales
070101,ROJO,070101|ROJO,TELA QATAR PREMIUM,2026-01-27,2026-06-30,2048.0,1372.0,676.0,90,receipts | sales
070101,VERDE BOTELLA,070101|VERDE BOTELLA,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1796.45,1075.85,720.6,80,receipts | sales
070101,VERDE SECO,070101|VERDE SECO,TELA QATAR PREMIUM,2026-01-27,2026-06-30,1301.8,1137.4,164.39999999999998,60,receipts | sales
070102,ARENA,070102|ARENA,RIB QATAR PREMIUM,2026-01-27,2026-06-30,130.10000000000002,69.9,60.2,5,receipts | sales
070102,AZUL M,070102|AZUL M,RIB QATAR PREMIUM,2026-01-27,2026-06-30,83.2,48.1,35.1,5,receipts | sales
070102,BLANCO,070102|BLANCO,RIB QATAR PREMIUM,2026-01-27,2026-06-30,336.20000000000005,209.9,126.30000000000003,7,receipts | sales
070102,CAMEL,070102|CAMEL,RIB QATAR PREMIUM,2026-01-27,2026-06-30,148.4,75.6,72.8,8,receipts | sales
070102,CEMENTO,070102|CEMENTO,RIB QATAR PREMIUM,2026-01-27,2026-06-30,93.19999999999999,51.8,41.39999999999999,7,receipts | sales
070102,CHOCOLATE,070102|CHOCOLATE,RIB QATAR PREMIUM,2026-01-27,2026-06-30,85.5,72.4,13.099999999999998,7,receipts | sales
070102,IVORY,070102|IVORY,RIB QATAR PREMIUM,2026-01-27,2026-06-30,378.1,154.0,224.1,7,receipts | sales
070102,KAKY,070102|KAKY,RIB QATAR PREMIUM,2026-01-27,2026-06-30,173.1,59.1,114.0,7,receipts | sales
070102,NEGRO,070102|NEGRO,RIB QATAR PREMIUM,2026-01-27,2026-06-30,702.6,367.72,334.88,8,receipts | sales
070102,PALO DE ROSA,070102|PALO DE ROSA,RIB QATAR PREMIUM,2026-01-27,2026-06-30,56.4,12.3,44.099999999999994,3,receipts | sales
070102,RATA,070102|RATA,RIB QATAR PREMIUM,2026-01-27,2026-06-30,109.5,51.5,58.0,8,receipts | sales
070102,ROJO,070102|ROJO,RIB QATAR PREMIUM,2026-01-27,2026-06-30,136.9,63.0,73.9,6,receipts | sales
070102,VERDE BOTELLA,070102|VERDE BOTELLA,RIB QATAR PREMIUM,2026-01-27,2026-06-30,102.19999999999999,37.0,65.19999999999999,7,receipts | sales
070102,VERDE SECO,070102|VERDE SECO,RIB QATAR PREMIUM,2026-01-27,2026-06-30,93.2,62.099999999999994,31.100000000000005,6,receipts | sales
070202,ARENA,070202|ARENA,TELA DUBAI SOFT,2026-03-26,2026-06-30,1822.3,739.5999999999999,1082.7,81,receipts | sales
070202,BLANCO,070202|BLANCO,TELA DUBAI SOFT,2026-03-26,2026-06-30,2875.4,1515.5,1359.9,127,receipts | sales
070202,CEMENTO,070202|CEMENTO,TELA DUBAI SOFT,2026-03-26,2026-05-31,501.4,345.6,155.8,25,receipts | sales
070202,CHOCOLATE,070202|CHOCOLATE,TELA DUBAI SOFT,2026-03-26,2026-06-30,1060.3,531.4,528.9,48,receipts | sales
070202,IVORY,070202|IVORY,TELA DUBAI SOFT,2026-03-26,2026-06-30,2846.1,2532.2,313.9000000000001,124,receipts | sales
070202,KAKY,070202|KAKY,TELA DUBAI SOFT,2026-03-26,2026-05-31,2823.4,511.8,2311.6,124,receipts | sales
070202,NEGRO,070202|NEGRO,TELA DUBAI SOFT,2026-03-26,2026-06-30,6488.1,3135.3999999999996,3352.7000000000003,270,receipts | sales
070202,PALO DE ROSA,070202|PALO DE ROSA,TELA DUBAI SOFT,2026-03-26,2026-05-31,514.9,164.3,350.6,24,receipts | sales
070202,RATA,070202|RATA,TELA DUBAI SOFT,2026-03-26,2026-06-30,526.4,305.1,221.29999999999998,24,receipts | sales
